date_cleaned,academic_period,normalized_symptoms,course_mapped,age,gender,visit_count,respiratory_count,digestive_count,pain_count,fever_count,other_count,student_visits,staff_visits,other_visits,date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,sunshine_duration,wind_speed_10m_max,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_mean,pm10_mean,pm10_max,pm10_min,pm2_5_mean,pm2_5_max,pm2_5_min,carbon_monoxide_mean,carbon_monoxide_max,carbon_monoxide_min,nitrogen_dioxide_mean,nitrogen_dioxide_max,nitrogen_dioxide_min,ozone_mean,ozone_max,ozone_min,aqi_category,high_pm2_5,high_pm10,high_ozone,respiratory_risk_score,pm10_mean_7day,pm2_5_mean_7day,ozone_mean_7day,temperature_range,heat_humidity_index,is_rainy_day,is_hot_day,is_humid_day,is_high_pollution,is_very_high_pollution
2023-03-28,finals,"headache,lbm,lbm,body pain",[],37.0,"['Male', 'Female', 'Male', 'Male']",4,0,1,2,0,1,0,0,0,,,,,,,,,,21.0,33.2,9.9,14.0,22.5,6.5,152.38,167.0,138.0,0.97,1.3,0.3,49.62,60.0,40.0,good,False,False,False,0,18.71,12.5,43.89,,,False,False,False,False,False
2023-03-29,finals,"cough,sprain,sprain,allergy,headache,hematoma,allergy,allergy,sprain,sprain,sprain,headache,cough",[],,"['Male', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Male', 'Female', 'Female']",13,1,0,1,0,11,0,0,0,,,,,,,,,,21.82,38.6,8.0,14.28,25.8,5.2,155.75,168.0,146.0,1.37,3.9,0.3,42.38,55.0,28.0,good,False,False,False,0,20.05,13.46,45.13,,,False,False,False,False,False
2023-03-30,finals,"body pain,body pain,sprain,body pain",[],,"['Male', 'Male', 'Female', 'Male']",4,0,0,1,0,3,0,0,0,,,,,,,,,,17.74,28.8,7.6,11.6,18.6,4.9,158.88,185.0,141.0,2.32,5.2,0.3,43.21,58.0,31.0,good,False,False,False,0,20.35,13.66,48.15,,,False,False,False,False,False
2023-04-12,finals,headache,['others'],21.0,['Female'],1,0,0,1,0,0,0,0,1,,,,,,,,,,27.59,46.7,13.0,17.93,30.4,8.9,209.96,308.0,153.0,2.64,7.8,0.4,53.79,81.0,31.0,moderate,False,False,False,0,21.2,13.83,62.11,,,False,False,False,False,False
2023-04-17,finals,body pain,['bat'],20.0,['Female'],1,0,0,1,0,0,1,0,0,,,,,,,,,,25.7,36.1,16.3,17.89,25.1,11.4,258.42,266.0,254.0,1.6,4.3,0.5,74.62,94.0,57.0,moderate,False,False,False,0,20.52,14.12,52.3,,,False,False,False,False,False
2023-04-24,finals,stomach ache,['bscrim'],20.0,['Male'],1,0,1,0,0,0,1,0,0,,,,,,,,,,17.33,25.2,10.3,11.6,17.4,6.8,249.12,318.0,217.0,1.94,9.5,0.4,65.04,84.0,43.0,good,False,False,False,0,24.36,16.38,64.6,,,False,False,False,False,False
2023-04-25,finals,"headache,nosebleed,cold","['bscrim', 'bsba', 'bat']",19.666666666666668,"['Female', 'Female', 'Male']",3,1,0,1,0,1,3,0,0,,,,,,,,,,20.04,28.5,13.1,12.4,17.1,8.2,251.29,301.0,225.0,2.55,7.7,0.3,64.0,86.0,43.0,good,False,False,False,0,22.63,15.06,65.07,,,False,False,False,False,False
2023-04-26,finals,"cold,wound",['bapos'],19.0,"['Female', 'Female']",2,1,0,0,0,1,1,0,0,,,,,,,,,,16.82,24.7,9.8,10.73,15.5,6.3,241.62,294.0,219.0,2.01,6.8,0.3,62.54,81.0,44.0,good,False,False,False,0,20.31,13.39,59.58,,,False,False,False,False,False
2023-04-27,finals,wound,['bat'],20.0,['Male'],1,0,0,0,0,1,1,0,0,,,,,,,,,,14.8,23.6,7.9,9.59,15.4,4.9,218.92,250.0,188.0,1.52,3.9,0.2,62.25,77.0,49.0,good,False,False,False,0,16.89,11.0,54.95,,,False,False,False,False,False
2023-05-02,break,"cough,body pain,body pain,hyperacidity","['bat', 'bapos', 'bapos', 'bsma']",21.25,"['Male', 'Female', 'Female', 'Female']",4,1,1,1,0,1,4,0,0,,,,,,,,,,13.82,21.7,8.6,9.14,14.9,5.3,144.0,200.0,110.0,3.06,7.9,0.1,35.83,50.0,21.0,good,False,False,False,0,15.28,10.13,36.84,,,False,False,False,False,False
2023-05-03,break,"cramps,dysmenorrhea",['bsentrep'],22.0,['Female'],1,0,0,2,0,0,1,0,0,,,,,,,,,,15.73,23.5,10.1,10.05,15.5,6.3,157.83,252.0,119.0,3.67,11.7,0.2,42.08,57.0,25.0,good,False,False,False,0,14.51,9.6,35.61,,,False,False,False,False,False
2024-01-03,midterm,"cold,cough,dizziness",['staff'],22.0,['Female'],1,2,0,0,0,1,0,1,0,,,,,,,,,,7.89,13.2,3.7,5.36,9.0,2.5,227.58,280.0,195.0,1.76,3.2,0.6,52.54,64.0,41.0,good,False,False,False,0,10.15,6.42,50.32,,,False,False,False,False,False
2024-01-05,midterm,"cold,cough",['staff'],24.0,['Male'],1,2,0,0,0,0,0,1,0,,,,,,,,,,15.21,33.5,9.0,9.31,20.2,5.9,299.17,370.0,265.0,3.02,8.3,0.7,55.88,82.0,36.0,good,False,False,False,0,13.69,8.37,54.1,,,False,False,False,False,False
2024-01-08,midterm,"auri,cold,cough,wound,cold,cough,headache,hyperacidity,lbm,cold,headache,headache,cold,lbm,cold,cold,skin allergy,cough,cough,cold,cold,dizziness,headache","['others', 'staff', 'bsba', 'beed', 'bsentrep', 'staff', 'staff', 'staff', 'staff', 'staff', 'staff', 'staff', 'staff', 'bslm', 'staff', 'staff', 'bsentrep', 'bsentrep', 'others', 'bslm']",29.38888888888889,"['Male', 'Male', 'Female', 'Male', 'Female', 'Female', 'Male', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Female', 'Male', 'Female', 'Male', 'Female', 'Female']",20,3,2,1,0,17,7,11,2,,,,,,,,,,20.28,26.0,13.2,12.06,15.5,7.7,207.04,271.0,157.0,3.5,9.0,0.5,54.71,77.0,36.0,good,False,False,False,0,16.48,10.0,55.64,,,False,False,False,False,False
2024-01-09,midterm,"malaise,dizziness,fever,asthma,abrasion,lbm,abrasion,auri,cold,headache,runny nose,allergy,runny nose","['bscrim', 'bsais', 'bshm', 'bscrim', 'bslm', 'staff', 'bse', 'staff', 'staff']",23.125,"['Female', 'Male', 'Male', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",9,4,1,1,2,5,6,3,0,,,,,,,,,,13.2,23.3,4.2,8.25,15.3,2.7,214.88,308.0,167.0,3.78,12.2,0.3,52.46,72.0,36.0,good,False,False,False,0,17.05,10.31,56.7,,,False,False,False,False,False
2024-01-10,midterm,"infection,headache,dizziness,asthma,headache,auri,cold,cough,fever,cough,cold,stomach ache","['staff', 'baels', 'bscrim', 'bslm', 'bsit', 'bsba', 'bse', 'staff', 'beed', 'bsba']",23.6,"['Female', 'Female', 'Male', 'Female', 'Male', 'Male', 'Female', 'Female', 'Female', 'Female']",10,4,1,1,2,4,8,2,0,,,,,,,,,,11.6,18.5,5.2,7.53,11.9,3.4,195.58,212.0,174.0,2.13,3.6,0.4,50.96,71.0,29.0,good,False,False,False,0,17.34,10.43,57.38,,,False,False,False,False,False
2024-01-11,midterm,"headache,auri,body pain,cold,fever,hyperacidity,vomiting,hyperacidity,stomach ache,body pain,cold,cough,fever,dysmenorrhea,hyperacidity,body pain,dysmenorrhea,cough,cough,cough,auri,auri","['bsitautotech', 'bsit', 'bscrim', 'bse', 'baels', 'bapos', 'beed', 'ced', 'ced', 'ced', 'bapos', 'bapos', 'staff', 'bstm', 'bstm']",21.666666666666668,"['Male', 'Male', 'Female', 'Male', 'Female', 'Female', 'Female', 'Male', 'Female', 'Female', 'Male', 'Male', 'Female', 'Female', 'Female']",15,3,3,3,1,12,14,1,0,,,,,,,,,,16.64,28.3,10.6,10.01,16.7,6.7,282.0,375.0,204.0,1.78,2.9,0.7,65.25,91.0,47.0,good,False,False,False,0,17.76,10.63,59.1,,,False,False,False,False,False
2024-01-15,midterm,cough,['bsit'],23.0,['Female'],1,1,0,0,0,0,1,0,0,,,,,,,,,,18.47,26.8,9.9,10.79,15.6,5.8,207.96,259.0,171.0,2.36,4.5,0.4,61.83,82.0,43.0,good,False,False,False,0,20.06,11.72,63.68,,,False,False,False,False,False
2024-01-16,midterm,"hyperventilation,uti,cold,cough,cold,uti,headache,infection,hypertension,headache,headache","['bse', 'baels', 'bsais', 'bsit', 'staff', 'bsit', 'bscrim', 'ccsict', 'bsba', 'staff']",24.2,"['Female', 'Female', 'Female', 'Female', 'Male', 'Male', 'Female', 'Male', 'Male', 'Male']",10,2,0,1,1,7,8,2,0,,,,,,,,,,18.64,26.8,13.8,10.65,15.7,7.9,193.67,233.0,169.0,2.0,5.8,0.3,62.08,83.0,45.0,good,False,False,False,0,19.82,11.62,63.52,,,False,False,False,False,False
2024-01-17,midterm,"cold,cough,fever,headache,cough,cough,cough,cold,cough,dizziness,headache,headache,cold,cough,infection,cold,cold,cough,hyperventilation,punctured wound,hematoma","['staff', 'staff', 'bstm', 'bstm', 'staff', 'staff', 'ced', 'bsit', 'bstm', 'ccsict', 'bscrim', 'bsentrep', 'bscrim', 'bscrim']",22.09090909090909,"['Female', 'Female', 'Male', 'Female', 'Female', 'Male', 'Male', 'Female', 'Female', 'Female', 'Male', 'Female', 'Male', 'Female']",14,2,0,1,2,16,10,4,0,,,,,,,,,,23.49,31.5,16.8,13.42,17.6,9.5,241.58,337.0,193.0,2.67,7.4,0.4,67.71,91.0,45.0,good,False,False,False,0,19.2,11.43,62.07,,,False,False,False,False,False
2024-01-18,midterm,"stomach ache,body pain,headache,migraine,dizziness,headache,auri,allergy,skin allergy,headache,headache,cold,cold,headache,cold,itchy throat,headache,infection","['bse', 'staff', 'bsit', 'baels', 'bse', 'beed', 'bscs', 'bscrim', 'bse', 'bse', 'bse', 'beed', 'bscrim']",18.857142857142858,"['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Female', 'Female', 'Female', 'Male']",13,3,1,2,1,11,12,1,0,,,,,,,,,,17.17,28.9,8.0,10.63,18.1,4.9,277.46,332.0,211.0,3.79,9.3,0.4,63.88,92.0,41.0,good,False,False,False,0,18.33,11.13,59.45,,,False,False,False,False,False
2024-01-22,midterm,"malaise,auri,cough,auri,cough,fever,cough,cough,dizziness,dysmenorrhea,dizziness,headache,uti,uti,uti","['bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'staff', 'beed', 'bsba', 'bsba', 'bsba', 'bsba']",20.333333333333332,"['Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Female', 'Male', 'Female', 'Female', 'Female']",11,2,0,2,2,9,10,1,0,,,,,,,,,,10.33,18.7,3.5,6.85,12.5,2.3,192.67,253.0,156.0,2.77,6.0,0.4,47.38,67.0,32.0,good,False,False,False,0,12.67,7.99,54.16,,,False,False,False,False,False
2024-01-23,midterm,"auri,auri,body pain,cut,cut,cold,cough","['bslm', 'bse', 'bsit', 'bsentrep', 'bsba']",19.8,"['Male', 'Female', 'Male', 'Female', 'Female', 'Female']",6,3,0,1,0,3,5,0,0,,,,,,,,,,6.88,12.5,3.2,4.39,8.1,2.1,214.12,253.0,175.0,1.72,3.4,0.7,54.17,70.0,39.0,good,False,False,False,0,13.38,8.34,54.41,,,False,False,False,False,False
2024-01-25,midterm,"cold,cold,cold,cold,cold,cold,cold,cold,headache,epigastric pain,stomach ache,dysmenorrhea","['staff', 'staff', 'staff', 'others', 'staff', 'staff', 'staff', 'staff', 'bsentrep', 'bsentrep', 'bscrim']",18.666666666666668,"['Female', 'Female', 'Male', 'Female', 'Male', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",11,1,2,2,0,7,3,7,1,,,,,,,,,,12.99,30.7,5.0,7.71,17.7,3.2,228.21,249.0,201.0,1.85,3.9,0.7,59.04,79.0,41.0,good,False,False,False,0,15.29,9.14,59.4,,,False,False,False,False,False
2024-01-29,midterm,"auri,infection,hyperacidity,headache,dizziness,cold,cough,lbm,auri,fever,dizziness,runny nose,uti,infection","['bsit', 'bsit', 'bse', 'staff', 'bsitautotech', 'staff', 'bscrim', 'staff', 'ccsict', 'bsba', 'others']",25.571428571428573,"['Male', 'Male', 'Female', 'Male', 'Male', 'Female', 'Male', 'Female', 'Male', 'Female', 'Female', 'Female', 'Female']",13,4,2,1,2,5,7,3,1,,,,,,,,,,19.06,31.3,7.2,10.8,17.3,4.1,288.58,315.0,246.0,2.66,5.9,0.3,65.46,89.0,45.0,good,False,False,False,0,21.16,12.37,63.37,,,False,False,False,False,False
2024-01-30,midterm,"cough,lbm,headache,hyperacidity,lbm,headache","['others', 'others', 'others', 'ced', 'staff', 'staff']",,"['Female', 'Female', 'Male', 'Male', 'Female', 'Male']",6,1,2,1,0,2,1,2,3,,,,,,,,,,21.52,30.4,14.2,12.16,18.6,7.8,280.92,371.0,233.0,3.38,10.3,0.2,63.04,88.0,44.0,good,False,False,False,0,20.32,11.96,62.34,,,False,False,False,False,False
2024-01-31,midterm,auri,['bscrim'],21.0,['Female'],1,1,0,0,0,0,1,0,0,,,,,,,,,,19.0,28.9,9.1,11.36,17.9,5.3,273.75,364.0,192.0,4.17,10.5,0.4,58.0,80.0,44.0,good,False,False,False,0,18.4,10.94,59.53,,,False,False,False,False,False
2024-02-06,finals,"cold,cold,cold,cough,cold,cold,menstrual cramps,cold,cold,cold","['staff', 'staff', 'others', 'bsba', 'staff', 'staff', 'staff', 'staff', 'staff']",,"['Female', 'Female', 'Male', 'Female', 'Female', 'Female', 'Male', 'Female', 'Female']",9,2,0,1,0,7,1,7,1,,,,,,,,,,11.86,24.3,5.2,7.92,16.1,3.6,217.08,335.0,150.0,4.05,10.9,0.3,44.25,63.0,22.0,good,False,False,False,0,12.58,8.33,45.17,,,False,False,False,False,False
2024-03-05,finals,"asthma,cough,fever,runny nose,cold,cough,dizziness,headache","['bscrim', 'bscrim', 'bsemc']",19.666666666666668,"['Female', 'Female', 'Female']",3,4,0,1,1,2,3,0,0,,,,,,,,,,8.7,17.3,2.7,5.8,11.7,1.8,183.62,267.0,141.0,2.49,6.8,0.2,36.12,55.0,17.0,good,False,False,False,0,16.15,10.58,46.88,,,False,False,False,False,False
2024-03-06,finals,"sprain,cold,cough",['bse'],,"['Female', 'Female']",2,2,0,0,0,1,1,0,0,,,,,,,,,,12.52,32.6,6.8,8.55,22.1,4.8,192.38,319.0,154.0,3.04,10.2,0.4,45.12,71.0,22.0,good,False,False,False,0,15.17,9.99,48.39,,,False,False,False,False,False
2024-03-12,finals,dizziness,['bscrim'],21.0,['Female'],1,0,0,0,0,1,1,0,0,,,,,,,,,,21.26,29.6,13.9,13.69,18.6,8.9,302.42,346.0,255.0,2.61,5.7,0.4,62.54,86.0,30.0,good,False,False,False,0,24.19,14.45,71.61,,,False,False,False,False,False
2024-03-20,finals,headache,['beed'],20.0,['Female'],1,0,0,1,0,0,1,0,0,,,,,,,,,,16.3,30.5,8.4,10.29,19.4,5.4,265.88,372.0,237.0,2.23,8.4,0.3,58.33,75.0,34.0,good,False,False,False,0,22.48,14.01,60.36,,,False,False,False,False,False
2024-03-21,finals,"uti,allergy","['bsentrep', 'bat']",24.5,"['Female', 'Female']",2,0,0,0,0,2,2,0,0,,,,,,,,,,23.25,38.1,17.7,14.18,23.1,10.7,221.62,279.0,191.0,1.9,5.3,0.6,70.08,87.0,53.0,good,False,False,False,0,22.2,13.83,59.6,,,False,False,False,False,False
2024-04-23,finals,headache,['beed'],20.0,['Female'],1,0,0,1,0,0,1,0,0,,,,,,,,,,12.68,21.1,5.0,8.44,14.4,3.3,198.46,298.0,119.0,4.16,9.9,0.2,26.62,48.0,3.0,good,False,False,False,0,12.5,8.45,34.68,,,False,False,False,False,False
2024-04-24,finals,"dysmenorrhea,abrasion,cough","['staff', 'bscrim', 'bsitautotech']",22.666666666666668,"['Female', 'Male', 'Male']",3,1,0,1,0,1,2,1,0,,,,,,,,,,15.69,20.7,10.6,10.82,14.3,7.3,197.75,295.0,126.0,4.67,11.1,0.5,33.42,53.0,2.0,good,False,False,False,0,12.68,8.6,35.54,,,False,False,False,False,False
2024-04-25,finals,body pain,[],,['Male'],1,0,0,1,0,0,0,0,0,,,,,,,,,,13.02,24.3,6.2,9.02,16.9,4.2,180.79,311.0,122.0,3.08,8.8,0.3,36.88,54.0,21.0,good,False,False,False,0,12.62,8.59,33.9,,,False,False,False,False,False
2024-05-05,break,headache,['staff'],,['Female'],1,0,0,1,0,0,0,1,0,,,,,,,,,,8.42,15.4,3.3,5.55,10.0,2.2,172.04,226.0,133.0,3.09,7.3,0.3,36.58,62.0,9.0,good,False,False,False,0,10.79,7.01,37.75,,,False,False,False,False,False
2024-05-09,break,"headache,auri","['bsit', 'bshm']",,"['Female', 'Female']",2,1,0,1,0,0,2,0,0,,,,,,,,,,11.4,20.5,5.4,7.21,12.8,3.6,186.5,215.0,172.0,2.06,4.8,0.4,40.25,53.0,23.0,good,False,False,False,0,12.05,7.73,44.88,,,False,False,False,False,False
2024-05-10,break,"body pain,cold",['bscrim'],,['Male'],1,1,0,1,0,0,1,0,0,,,,,,,,,,10.52,19.7,6.1,6.82,12.6,4.2,247.58,304.0,200.0,1.93,5.2,0.3,65.67,96.0,38.0,good,False,False,False,0,12.64,8.18,44.02,,,False,False,False,False,False
2024-05-13,break,"fever,cut,auri","['staff', 'staff', 'bsba']",18.0,"['Female', 'Male', 'Female']",3,1,0,0,1,1,1,2,0,,,,,,,,,,15.35,27.2,8.7,10.53,18.9,5.9,238.08,341.0,165.0,4.69,11.7,0.5,31.71,51.0,1.0,good,False,False,False,0,12.85,8.61,43.68,,,False,False,False,False,False
2024-05-21,break,sprain,['bsit'],18.0,['Male'],1,0,0,0,0,1,1,0,0,,,,,,,,,,14.27,24.2,4.7,9.73,16.6,3.1,214.0,312.0,134.0,4.82,12.8,0.3,38.67,57.0,16.0,good,False,False,False,0,12.52,8.46,37.24,,,False,False,False,False,False
2024-05-22,break,"auri,cold,cough","['bsba', 'bse']",20.5,"['Female', 'Female']",2,3,0,0,0,0,2,0,0,,,,,,,,,,10.9,19.3,5.8,7.3,13.1,3.8,203.71,317.0,133.0,4.41,12.5,0.3,34.46,55.0,4.0,good,False,False,False,0,13.28,8.92,35.02,,,False,False,False,False,False
2024-05-24,break,"headache,malaise","['bscrim', 'bscrim']",19.0,"['Female', 'Female']",2,0,0,1,1,0,2,0,0,,,,,,,,,,13.45,21.9,6.4,8.77,14.8,4.1,196.71,297.0,127.0,5.13,11.3,0.4,31.33,55.0,3.0,good,False,False,False,0,11.81,7.92,34.02,,,False,False,False,False,False
2024-05-27,break,"lbm,dizziness,hematoma,cold,infection,skin allergy,cold,cough,lbm,cut","['beed', 'bsba', 'bsit', 'bsba', 'bsba', 'bsentrep', 'bsitautotech']",21.142857142857142,"['Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Male']",7,2,1,0,1,6,7,0,0,,,,,,,,,,11.71,23.3,7.4,8.09,16.2,5.1,187.08,277.0,153.0,3.75,8.2,0.6,41.33,73.0,17.0,good,False,False,False,0,14.06,9.43,39.6,,,False,False,False,False,False
2024-05-28,break,"dizziness,headache,malaise,cough,sprain","['bsba', 'bsma', 'bsba']",20.666666666666668,"['Female', 'Female', 'Female']",3,1,0,1,1,2,3,0,0,,,,,,,,,,19.57,22.4,16.9,12.92,15.6,10.4,203.92,277.0,142.0,3.51,7.7,0.5,45.62,79.0,7.0,good,False,False,False,0,14.56,9.82,41.57,,,False,False,False,False,False
2024-05-29,break,"lbm,stomach ache,auri","['staff', 'bscrim']",25.5,"['Female', 'Male']",2,1,2,0,0,0,1,1,0,,,,,,,,,,15.93,21.8,10.2,10.82,14.8,6.8,197.46,239.0,156.0,2.75,5.2,0.6,49.54,74.0,19.0,good,False,False,False,0,15.56,10.54,42.81,,,False,False,False,False,False
2024-05-30,break,"hyperacidity,abrasion,body pain,body pain,diarrhea,cold,infection,lbm","['bscrim', 'beed', 'bscrim', 'bscrim', 'bscrim', 'bsit', 'bscrim', 'bscrim']",18.428571428571427,"['Male', 'Female', 'Male', 'Male', 'Female', 'Male', 'Female', 'Female']",8,1,3,1,1,2,8,0,0,,,,,,,,,,15.8,24.7,10.7,10.68,16.4,7.2,188.92,239.0,138.0,2.71,6.1,0.6,53.71,79.0,30.0,good,False,False,False,0,16.35,11.07,43.75,,,False,False,False,False,False
2024-05-31,break,dysmenorrhea,['bscrim'],19.0,['Female'],1,0,0,1,0,0,1,0,0,,,,,,,,,,16.92,28.6,11.7,11.51,19.7,7.9,209.46,290.0,165.0,3.22,8.0,0.4,45.12,75.0,17.0,good,False,False,False,0,16.69,11.3,45.34,,,False,False,False,False,False
2024-06-03,break,"cold,headache,cold,toothache,epigastric pain,dysmenorrhea,hematoma,lbm,auri","['bapos', 'staff', 'bsba', 'bstm', 'bsemc', 'beed', 'bscrim', 'bsentrep']",21.857142857142858,"['Male', 'Female', 'female', 'Male', 'Female', 'Female', 'Female', 'Male']",8,2,2,3,0,2,7,1,0,,,,,,,,,,14.11,19.7,8.5,9.73,13.3,6.0,190.96,219.0,170.0,3.2,6.1,0.6,52.42,96.0,6.0,good,False,False,False,0,15.91,10.89,43.33,,,False,False,False,False,False
