date_cleaned,academic_period,normalized_symptoms,course_mapped,age,gender,visit_count,respiratory_count,digestive_count,pain_count,fever_count,other_count,student_visits,staff_visits,other_visits,date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,sunshine_duration,wind_speed_10m_max,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_mean,pm10_mean,pm10_max,pm10_min,pm2_5_mean,pm2_5_max,pm2_5_min,carbon_monoxide_mean,carbon_monoxide_max,carbon_monoxide_min,nitrogen_dioxide_mean,nitrogen_dioxide_max,nitrogen_dioxide_min,ozone_mean,ozone_max,ozone_min,aqi_category,high_pm2_5,high_pm10,high_ozone,respiratory_risk_score,pm10_mean_7day,pm2_5_mean_7day,ozone_mean_7day,temperature_range,heat_humidity_index,is_rainy_day,is_hot_day,is_humid_day,is_high_pollution,is_very_high_pollution
2024-06-04,break,"dizziness,auri,dysmenorrhea,body pain,dysmenorrhea,infection","['bse', 'ced', 'bsemc', 'bsit', 'bsit', 'bscs']",22.666666666666668,"['Female', 'Female', 'Female', 'Female', 'Female']",6,1,0,2,1,2,6,0,0,,,,,,,,,,17.71,20.7,14.6,12.03,14.2,9.8,185.58,229.0,148.0,3.0,5.3,0.5,37.96,59.0,12.0,good,False,False,False,0,15.27,10.48,43.6,,,False,False,False,False,False
2024-06-05,break,"dizziness,headache,dizziness,cough,headache,headache,cough,headache,lbm,headache,headache,hyperacidity","['bsit', 'bsit', 'bstm', 'bslm', 'bslm', 'bsentrep', 'bsit', 'baels', 'baels', 'bsit']",20.88888888888889,"['Female', 'Male', 'Female', 'Female', 'Female', 'Male', 'Female', 'Male', 'Female', 'Female']",10,1,2,1,0,8,10,0,0,,,,,,,,,,14.48,20.0,10.8,10.04,13.8,7.5,176.46,203.0,161.0,2.35,4.1,0.5,46.21,66.0,27.0,good,False,False,False,0,15.17,10.45,47.1,,,False,False,False,False,False
2024-06-07,break,hyperacidity,['bsit'],30.0,['Female'],1,0,1,0,0,0,1,0,0,,,,,,,,,,12.43,18.7,9.3,8.68,13.1,6.4,198.67,286.0,166.0,3.29,8.3,0.6,47.0,75.0,22.0,good,False,False,False,0,17.51,12.08,48.83,,,False,False,False,False,False
2024-06-10,break,"body pain,toothache,body pain,body pain,dizziness,stomach ache,headache,lbm,stomach ache,hematoma","['ccsict', 'bapos', 'bapos', 'bse', 'beed', 'bshm', 'bapos', 'bshm']",21.25,"['Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Male', 'Male']",8,0,2,3,0,5,8,0,0,,,,,,,,,,20.58,30.0,12.4,14.21,20.7,8.5,200.42,287.0,159.0,3.92,9.8,0.6,49.17,84.0,20.0,good,False,False,False,0,19.47,13.45,50.38,,,False,False,False,False,False
2024-06-11,break,hypertension,['bsma'],19.0,['Male'],1,0,0,0,0,1,1,0,0,,,,,,,,,,21.0,29.7,14.7,14.44,20.5,10.0,214.0,308.0,127.0,4.85,10.4,0.4,40.79,62.0,8.0,good,False,False,False,0,22.36,15.43,54.21,,,False,False,False,False,False
2024-06-12,break,body pain,['bsit'],23.0,['Female'],1,0,0,1,0,0,1,0,0,,,,,,,,,,14.32,21.1,9.9,9.83,14.5,6.7,196.75,288.0,139.0,4.48,9.7,0.4,40.38,64.0,10.0,good,False,False,False,0,23.69,16.34,52.56,,,False,False,False,False,False
2024-06-13,break,"lbm,runny nose,body pain,runny nose,lbm,headache,lbm","['bsentrep', 'bshm', 'bshm', 'bscrim', 'bse', 'bscs', 'bsentrep']",19.857142857142858,"['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",7,1,1,2,0,3,7,0,0,,,,,,,,,,24.27,34.6,15.6,16.82,24.0,10.9,230.21,280.0,194.0,3.82,8.9,0.6,64.54,120.0,5.0,moderate,False,False,False,0,22.24,15.34,51.04,,,False,False,False,False,False
2024-06-18,break,"cough,fever,auri,dysmenorrhea","['bscrim', 'bsba', 'bapos']",20.666666666666668,"['Female', 'Female', 'Female']",3,2,0,1,1,0,3,0,0,,,,,,,,,,10.77,17.3,4.0,7.33,11.8,2.7,153.0,202.0,116.0,3.09,6.3,0.4,35.42,49.0,11.0,good,False,False,False,0,14.24,9.73,35.91,,,False,False,False,False,False
2024-06-20,break,"dizziness,fever,malaise,hyperacidity","['bslm', 'bscrim']",20.5,"['Female', 'Male']",2,0,1,0,2,1,2,0,0,,,,,,,,,,12.15,21.7,5.0,8.22,14.7,3.4,158.04,243.0,109.0,4.15,11.9,0.3,28.67,45.0,11.0,good,False,False,False,0,11.62,7.9,36.0,,,False,False,False,False,False
2024-08-07,prelim,"cold,dizziness",['bscs'],21.0,['Female'],1,1,0,0,0,1,1,0,0,,,,,,,,,,10.3,18.6,5.6,7.18,12.9,3.9,171.54,218.0,132.0,2.84,5.7,0.5,50.71,84.0,20.0,good,False,False,False,0,13.35,9.06,47.46,,,False,False,False,False,False
2024-08-12,prelim,"auri,dizziness,headache,headache,abrasion","['bscrim', 'bscs', 'bscrim', 'bat', 'bsit']",19.6,"['Female', 'Female', 'Male', 'Male', 'Male']",5,1,0,1,0,3,5,0,0,,,,,,,,,,14.58,22.3,9.5,9.71,14.9,6.1,201.83,296.0,139.0,3.47,9.1,0.5,46.0,77.0,13.0,good,False,False,False,0,11.88,7.96,46.24,,,False,False,False,False,False
2024-08-13,prelim,"lbm,cold,cold,headache","['bse', 'bshm']",19.5,"['Female', 'Male', 'Male', 'Female']",4,1,1,1,0,1,2,0,0,,,,,,,,,,9.48,13.6,7.5,6.36,9.1,5.1,164.79,188.0,136.0,2.51,4.7,0.5,47.75,70.0,28.0,good,False,False,False,0,11.49,7.69,46.7,,,False,False,False,False,False
2024-08-14,prelim,"abrasion,dizziness,cold,fever,allergy,stomach ache,stomach ache","['bsit', 'bsit', 'bapos', 'bshm', 'bshm']",18.6,"['Female', 'Female', 'Female', 'Male', 'Male']",5,1,1,0,1,4,5,0,0,,,,,,,,,,11.81,16.8,8.5,7.8,11.0,5.9,163.46,188.0,133.0,2.67,4.7,0.6,46.17,73.0,16.0,good,False,False,False,0,12.46,8.35,46.56,,,False,False,False,False,False
2024-08-15,prelim,"fever,cold,cough,dizziness,cough,cough,hyperacidity","['bsit', 'bsentrep', 'bsit', 'bsit', 'bse']",18.8,"['Male', 'Female', 'Male', 'Female', 'Female']",5,2,1,0,1,3,5,0,0,,,,,,,,,,8.14,14.3,2.7,5.62,9.7,1.9,175.5,198.0,144.0,2.72,4.8,0.4,45.79,72.0,21.0,good,False,False,False,0,14.13,9.51,46.36,,,False,False,False,False,False
2024-08-19,prelim,"lbm,epigastric pain,hyperacidity,hyperacidity,epigastric pain,hematoma,auri,cold,headache,lbm","['beed', 'baels', 'baels', 'beed', 'bshm', 'bsba', 'beed', 'bsit']",19.857142857142858,"['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Male']",8,2,3,1,0,4,8,0,0,,,,,,,,,,28.47,33.8,25.2,19.15,22.9,16.5,226.46,298.0,160.0,4.49,9.7,0.3,40.96,75.0,10.0,moderate,False,False,False,0,17.33,11.76,39.55,,,False,False,False,False,False
2024-08-20,prelim,"lbm,stomach ache,auri,dysmenorrhea,auri,cold,dizziness,hyperacidity,cold,vomiting,auri,dysmenorrhea,dizziness","['bse', 'beed', 'bscrim', 'bshm', 'bslm', 'beed', 'bsentrep', 'beed', 'bslm', 'bsemc', 'bscs']",19.6,"['Female', 'Female', 'Female', 'Female', 'Male', 'Female', 'Female', 'Male', 'Female', 'Male']",11,2,4,1,0,6,11,0,0,,,,,,,,,,17.12,25.0,9.1,11.7,17.1,6.3,171.38,214.0,126.0,3.2,7.4,0.3,30.17,48.0,16.0,good,False,False,False,0,17.97,12.2,37.5,,,False,False,False,False,False
2024-08-21,prelim,"allergy,malaise,skin allergy,cough","['bat', 'bsentrep', 'bsemc', 'bsemc']",19.0,"['Male', 'Female', 'Female', 'Male']",4,1,0,0,1,2,4,0,0,,,,,,,,,,11.48,15.5,8.5,7.89,10.7,5.8,168.08,225.0,135.0,3.37,6.8,0.5,30.25,51.0,3.0,good,False,False,False,0,17.2,11.69,35.61,,,False,False,False,False,False
2024-08-22,prelim,"body pain,menstrual cramps","['beed', 'bsentrep']",19.5,"['Female', 'Female']",2,0,0,2,0,0,2,0,0,,,,,,,,,,9.32,18.6,3.1,6.48,12.7,2.2,158.12,184.0,135.0,3.14,5.5,0.5,36.62,62.0,5.0,good,False,False,False,0,15.45,10.51,34.87,,,False,False,False,False,False
2024-08-25,prelim,"malaise,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough,cold,cough","['bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim', 'bscrim']",,"['Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Female', 'Female']",34,2,0,0,1,64,34,0,0,,,,,,,,,,13.23,18.3,7.9,8.99,12.5,5.4,157.58,197.0,131.0,2.85,5.8,0.4,38.62,58.0,12.0,good,False,False,False,0,13.47,9.21,37.86,,,False,False,False,False,False
2024-08-28,prelim,"dysmenorrhea,dysmenorrhea","['bsentrep', 'bscrim']",19.5,"['Female', 'Female']",2,0,0,1,0,1,2,0,0,,,,,,,,,,17.64,25.1,14.2,12.15,17.3,9.7,166.46,211.0,132.0,2.68,5.5,0.5,43.25,61.0,26.0,good,False,False,False,0,15.5,10.59,43.04,,,False,False,False,False,False
2024-09-09,prelim,"cold,dizziness","['bse', 'bscrim']",19.0,"['Female', 'Male']",2,1,0,0,0,1,2,0,0,,,,,,,,,,15.34,21.4,8.1,10.4,14.7,5.6,237.5,279.0,178.0,3.81,8.9,0.9,40.5,66.0,18.0,good,False,False,False,0,11.86,8.13,42.34,,,False,False,False,False,False
2024-09-11,prelim,"cough,hyperventilation,stomach ache,dysmenorrhea,hyperacidity","['bse', 'bsit', 'bsemc', 'bsba', 'bse']",21.0,"['Female', 'Female', 'Female', 'Female', 'Female']",5,1,2,1,0,1,5,0,0,,,,,,,,,,8.07,11.2,5.6,5.62,7.7,3.9,184.62,208.0,165.0,2.2,3.4,0.5,50.12,72.0,32.0,good,False,False,False,0,10.73,7.32,40.02,,,False,False,False,False,False
2024-09-12,prelim,"infection,headache,infection,body pain,headache,hyperventilation,runny nose","['bscrim', 'baels', 'bslm', 'bse', 'bse', 'bse', 'bse']",19.25,"['Female', 'Female', 'Male', 'Female', 'Female', 'Female', 'Female']",7,1,0,2,1,3,7,0,0,,,,,,,,,,9.64,14.5,6.9,6.6,10.1,4.6,164.67,211.0,128.0,2.87,4.6,0.7,36.58,62.0,20.0,good,False,False,False,0,10.52,7.14,37.82,,,False,False,False,False,False
2024-09-13,prelim,"infection,infection,asthma,dizziness,hyperacidity","['bsais', 'bsais', 'beed']",20.666666666666668,"['Male', 'Male', 'Female', 'Female', 'Female']",5,1,1,0,1,2,3,0,0,,,,,,,,,,7.82,16.8,4.6,5.32,11.3,3.2,145.38,200.0,117.0,3.02,7.5,0.7,28.58,44.0,21.0,good,False,False,False,0,10.33,7.04,36.13,,,False,False,False,False,False
2024-09-16,prelim,"headache,cold,dysmenorrhea,cough,skin allergy,body pain","['bapos', 'bsma', 'baels']",20.5,"['Female', 'Female', 'Female', 'Female', 'Female', 'Female']",6,2,0,3,0,1,3,0,0,,,,,,,,,,13.98,23.7,10.3,9.72,16.7,7.1,167.83,257.0,135.0,4.22,10.3,2.0,28.62,42.0,16.0,good,False,False,False,0,12.36,8.46,36.07,,,False,False,False,False,False
2024-09-28,prelim,cold,['bsentrep'],18.0,['Male'],1,1,0,0,0,0,1,0,0,,,,,,,,,,17.42,24.4,13.7,11.45,16.0,8.7,247.25,334.0,191.0,4.16,7.3,0.9,47.62,87.0,11.0,good,False,False,False,0,12.44,8.36,40.73,,,False,False,False,False,False
2024-09-30,prelim,cramps,['bat'],18.0,['Female'],1,0,0,1,0,0,1,0,0,,,,,,,,,,3.82,7.5,2.5,2.63,5.1,1.7,179.46,211.0,157.0,2.9,4.2,2.2,48.46,65.0,39.0,good,False,False,False,0,12.5,8.35,40.15,,,False,False,False,False,False
2024-10-01,prelim,"headache,cold,allergy","['bscrim', 'bscrim', 'bscrim']",20.333333333333332,"['Female', 'Female', 'Female']",3,1,0,1,0,1,3,0,0,,,,,,,,,,8.46,11.8,4.1,5.52,7.8,2.8,156.96,180.0,129.0,2.56,4.4,1.0,39.88,56.0,28.0,good,False,False,False,0,12.82,8.56,41.45,,,False,False,False,False,False
2024-10-02,prelim,"headache,headache","['bse', 'bsitautotech']",21.0,"['Male', 'Female']",2,0,0,1,0,1,2,0,0,,,,,,,,,,11.1,17.6,8.4,7.29,12.0,5.7,172.17,277.0,125.0,3.41,8.7,0.4,24.67,39.0,13.0,good,False,False,False,0,12.37,8.29,40.19,,,False,False,False,False,False
2024-10-07,prelim,"anxiety,cough,cold,stitches,dizziness,cold,cough,cold,cough,headache,stomach ache,cough,cough,lbm,malaise,sprain,skin allergy,cold","['bshm', 'bsit', 'bscrim', 'bat', 'bstm', 'bped', 'bsitautotech', 'bsentrep', 'bsit', 'baels', 'bscrim', 'bsba', 'bsit', 'bsma', 'bsma', 'bslm']",18.9375,"['Male', 'Male', 'Male', 'Male', 'Female', 'Male', 'Male', 'Female', 'Female', 'Male', 'Male', 'Male', 'Male', 'Female', 'Female', 'Female']",16,2,2,1,1,12,16,0,0,,,,,,,,,,9.0,12.5,5.1,5.92,8.1,3.3,149.96,186.0,114.0,2.73,4.7,0.3,42.33,57.0,28.0,good,False,False,False,0,13.02,8.79,39.85,,,False,False,False,False,False
2024-10-09,prelim,"fever,muscle strain,headache","['bat', 'bsit', 'bsitautotech']",19.333333333333332,"['Male', 'Male', 'Male']",3,0,0,2,1,0,3,0,0,,,,,,,,,,10.8,18.2,6.0,7.4,12.4,4.0,166.21,196.0,130.0,3.47,6.3,0.5,36.21,53.0,17.0,good,False,False,False,0,11.45,7.75,39.99,,,False,False,False,False,False
2024-10-14,prelim,"cough,headache,body pain,cough,cough,cough,dysmenorrhea,cough,cough,itchy throat,cough,headache","['bslm', 'bse', 'bsentrep', 'bsentrep', 'beed', 'bsitautotech', 'beed', 'beed', 'beed', 'bse', 'bapos', 'bshm']",19.166666666666668,"['Female', 'Female', 'Female', 'Female', 'Female', 'Male', 'Female', 'Male', 'Female', 'Female', 'Female', 'Male']",12,2,0,3,0,7,12,0,0,,,,,,,,,,7.81,14.7,3.7,5.27,9.8,2.5,183.0,219.0,148.0,3.13,6.9,0.5,42.38,58.0,30.0,good,False,False,False,0,11.88,7.93,45.36,,,False,False,False,False,False
2024-10-15,prelim,"infection,cough,cold,lbm,lbm","['bscrim', 'bscrim', 'bat', 'bsit', 'bsba']",20.6,"['Male', 'Female', 'Female', 'Female', 'Male']",5,2,1,0,1,1,5,0,0,,,,,,,,,,13.58,20.1,8.9,8.91,12.9,5.6,204.04,261.0,156.0,4.5,9.5,0.5,46.25,70.0,15.0,good,False,False,False,0,12.39,8.19,45.74,,,False,False,False,False,False
2024-10-16,prelim,"stomach ache,headache,cold,headache,headache","['bshm', 'beed', 'beed', 'bse', 'bsentrep']",18.0,"['Male', 'Male', 'Female', 'Male', 'Female']",5,1,1,1,0,2,5,0,0,,,,,,,,,,14.08,23.9,7.2,9.08,16.1,4.5,197.46,321.0,141.0,4.2,12.4,0.3,52.0,67.0,28.0,good,False,False,False,0,12.65,8.36,46.16,,,False,False,False,False,False
2024-10-17,prelim,fever,['bslm'],19.0,['Male'],1,0,0,0,1,0,1,0,0,,,,,,,,,,18.3,32.4,8.7,12.32,21.6,5.8,247.5,337.0,166.0,5.71,12.0,0.4,47.21,78.0,14.0,good,False,False,False,0,12.97,8.59,43.66,,,False,False,False,False,False
2024-10-18,prelim,cough,['bshm'],20.0,['Male'],1,1,0,0,0,0,1,0,0,,,,,,,,,,17.17,30.7,6.7,11.24,20.4,4.4,217.88,329.0,142.0,4.45,9.9,0.4,44.92,61.0,24.0,good,False,False,False,0,13.33,8.75,42.61,,,False,False,False,False,False
2024-10-19,prelim,"lbm,dizziness,muscle strain","['bsit', 'bslm', 'bscrim']",18.0,"['Male', 'Female', 'Female']",3,0,1,1,0,1,3,0,0,,,,,,,,,,8.7,19.9,3.5,5.86,13.4,2.4,149.0,175.0,123.0,2.25,5.0,0.5,41.67,50.0,33.0,good,False,False,False,0,12.66,8.25,42.18,,,False,False,False,False,False
2024-10-21,prelim,"dizziness,cough,hyperacidity,wound,infection,fever,lbm,hyperacidity","['bscs', 'bapos', 'beed', 'others', 'bslm', 'others', 'bscs', 'beed']",19.5,"['Male', 'Female', 'Female', 'Male', 'Male', 'Male', 'Female', 'Female']",8,1,2,0,2,3,6,0,2,,,,,,,,,,10.28,17.2,6.8,6.42,10.5,4.1,143.54,163.0,123.0,2.3,4.3,0.4,35.04,54.0,20.0,good,False,False,False,0,9.21,5.97,40.6,,,False,False,False,False,False
2024-10-22,prelim,"hyperacidity,hyperacidity,headache,cold","['bscrim', 'beed', 'bapos', 'bscrim']",19.333333333333332,"['Female', 'Female', 'Male', 'Male']",4,1,1,1,0,1,4,0,0,,,,,,,,,,8.91,14.4,4.2,5.38,8.5,2.6,125.5,145.0,115.0,1.32,2.8,0.3,43.25,56.0,29.0,good,False,False,False,0,8.78,5.61,46.14,,,False,False,False,False,False
2024-11-27,midterm,stomach ache,['bscrim'],20.0,['Female'],1,0,1,0,0,0,1,0,0,,,,,,,,,,6.59,11.3,2.9,6.01,10.3,2.5,176.29,236.0,139.0,3.93,6.8,0.6,46.12,64.0,33.0,good,False,False,False,0,7.16,6.52,52.09,,,False,False,False,False,False
2024-12-14,midterm,"stomach ache,muscle strain,stomach ache,cold,cold,cough,infection,hyperacidity","['bsitelectech', 'bscrim', 'bscrim', 'bscs', 'bscrim', 'bscrim', 'bscrim', 'bscrim']",18.375,"['Male', 'Male', 'Female', 'Male', 'Male', 'Male', 'Female', 'Female']",8,2,2,1,1,2,8,0,0,,,,,,,,,,13.71,26.1,6.0,11.92,23.1,5.4,184.71,218.0,161.0,5.3,12.3,0.6,53.75,78.0,38.0,good,False,False,False,0,14.01,12.34,56.21,,,False,False,False,False,False
2025-05-13,break,hyperacidity,['bscrim'],20.0,['Female'],1,0,1,0,0,0,1,0,0,,,,,,,,,,21.12,35.3,10.3,20.88,34.6,10.0,186.12,289.0,142.0,6.95,14.7,1.0,70.38,99.0,39.0,moderate,False,False,False,0,30.29,29.48,54.72,,,False,False,False,False,False
2025-05-23,break,"hyperacidity,hyperacidity","['bsba', 'bse']",19.5,"['Female', 'Female']",2,0,1,0,0,1,2,0,0,,,,,,,,,,30.14,64.7,5.5,29.23,64.0,4.9,138.67,160.0,121.0,15.19,38.7,0.0,36.25,71.0,0.0,unhealthy_sensitive,True,False,False,1,34.74,33.25,43.43,,,False,False,False,True,False
2025-05-26,break,"nosebleed,dysmenorrhea,dysmenorrhea,headache","['bshm', 'beed', 'baels', 'beed']",19.0,"['Female', 'Female', 'Female', 'Female']",4,0,0,2,0,2,4,0,0,,,,,,,,,,37.65,90.1,11.8,35.68,88.0,10.2,160.83,198.0,127.0,13.68,39.4,0.9,47.88,83.0,0.0,unhealthy_sensitive,True,False,False,1,29.02,27.89,45.85,,,False,False,False,True,False
2025-06-02,break,"hypertension,headache","['staff', 'bse']",28.5,"['Male', 'Male']",2,0,0,1,0,1,1,1,0,,,,,,,,,,23.91,49.7,6.9,22.93,48.4,5.6,146.83,172.0,116.0,10.36,25.7,0.7,48.08,74.0,14.0,moderate,False,False,False,0,28.29,27.23,51.67,,,False,False,False,False,False
2025-06-03,break,"headache,headache","['bsit', 'staff']",20.0,"['Male', 'Male']",2,0,0,1,0,1,1,1,0,,,,,,,,,,20.75,49.6,5.7,19.92,48.3,5.2,160.71,204.0,131.0,9.04,24.3,0.7,50.54,81.0,12.0,moderate,False,False,False,0,28.32,27.14,54.45,,,False,False,False,False,False
2025-06-04,break,anxiety,['bslm'],20.0,['Male'],1,0,0,0,0,1,1,0,0,,,,,,,,,,28.35,48.4,13.2,26.85,47.5,11.1,172.88,198.0,151.0,9.32,22.9,0.9,58.17,101.0,3.0,unhealthy_sensitive,True,False,False,1,27.22,26.06,57.49,,,False,False,False,True,False
2025-06-10,break,body pain,['staff'],40.0,['Female'],1,0,0,1,0,0,0,1,0,,,,,,,,,,35.78,80.8,14.3,35.26,80.1,14.0,163.92,212.0,124.0,11.99,33.2,1.2,61.71,123.0,0.0,unhealthy_sensitive,True,False,False,1,27.01,26.26,51.52,,,False,False,False,True,False
2025-07-02,break,epigastric pain,['bse'],,['Female'],1,0,1,0,0,0,1,0,0,,,,,,,,,,32.63,57.6,13.0,31.99,56.7,12.5,148.96,205.0,122.0,13.49,25.3,1.7,40.08,70.0,8.0,unhealthy_sensitive,True,False,False,1,30.85,30.18,45.94,,,False,False,False,True,False
2025-07-07,break,"allergy,allergy","['bse', 'bstm']",20.0,"['Female', 'Female']",2,0,0,0,0,2,2,0,0,,,,,,,,,,26.67,54.4,15.8,24.6,52.2,12.8,165.71,240.0,133.0,9.97,23.3,0.8,45.96,86.0,11.0,moderate,False,False,False,0,27.44,26.08,44.37,,,False,False,False,False,False
