dow,visits_lag1,visits_lag7,visits_rollmean7,resp_lag1,resp_rollmean7,digest_lag1,digest_rollmean7,temp,humidity,rainfall,pm2_5,visit_count
3,1.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.14285714285714285,24.165833,87.47129,6.8,4.88,0.0
4,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,23.403334,84.72007,3.4999998,5.92,0.0
5,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,24.378334,84.22319,1.7,9.75,0.0
6,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,24.297083,90.62037,25.0,15.32,0.0
0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,24.399168,93.31909,113.09999,14.17,0.0
1,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,24.957499,90.26291,2.7,6.75,0.0
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.226252,92.328156,43.999996,9.13,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.542917,87.839905,2.2,6.14,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.580416,94.691864,41.1,12.55,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.022087,89.58465,33.199997,10.87,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.547083,86.54067,8.900001,6.18,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.390833,85.8243,1.8000002,7.19,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83875,85.49994,0.5,13.78,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.29917,87.601906,3.8999999,15.65,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.56375,83.12159,1.2000002,16.85,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.11167,85.56024,8.500001,14.35,0.0
5,0.0,0.0,1.1428571428571428,0.0,0.2857142857142857,0.0,0.2857142857142857,23.653336,85.86733,5.5999994,11.92,8.0
6,8.0,0.0,1.1428571428571428,2.0,0.2857142857142857,2.0,0.2857142857142857,23.934586,84.49532,3.0,5.62,0.0
0,0.0,0.0,1.1428571428571428,0.0,0.2857142857142857,0.0,0.2857142857142857,24.12,86.08536,5.7,10.32,0.0
1,0.0,0.0,1.1428571428571428,0.0,0.2857142857142857,0.0,0.2857142857142857,23.995,84.32128,8.9,11.64,0.0
2,0.0,0.0,1.1428571428571428,0.0,0.2857142857142857,0.0,0.2857142857142857,23.376251,80.56751,3.0999997,8.44,0.0
3,0.0,0.0,1.1428571428571428,0.0,0.2857142857142857,0.0,0.2857142857142857,22.982496,86.82139,5.7999997,8.52,0.0
4,0.0,0.0,1.1428571428571428,0.0,0.2857142857142857,0.0,0.2857142857142857,24.024168,84.508125,1.0000001,9.32,0.0
5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,23.676252,87.07581,4.1,16.51,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.317917,87.16262,1.4000002,15.15,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.63875,91.60968,15.400002,14.42,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.567915,82.905525,1.8000003,14.04,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.209585,92.006676,24.700005,9.79,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.147085,90.55569,18.5,16.26,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.676249,93.37258,28.899998,7.7,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6325,85.07542,2.6000001,6.48,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.417917,90.4022,9.9,6.12,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.53875,90.45828,6.7,10.05,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.649168,90.5006,5.8,19.75,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.653334,92.17141,14.400001,8.58,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.278334,92.81399,13.6,7.18,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.009584,86.22089,7.6999993,8.67,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.495,87.1276,1.2,5.19,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.96167,87.45583,3.4999998,10.7,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.71375,88.68915,9.5,13.72,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.15125,83.41845,1.6000001,7.28,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08667,86.99064,1.6,13.85,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.936666,88.71784,7.7999997,17.61,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.545,88.29488,4.1,12.18,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.753334,87.34246,5.3999996,5.94,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.774168,88.16335,4.2000003,6.42,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3575,91.348206,4.3999996,9.44,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.709585,90.85894,10.400001,14.34,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.501251,84.15792,1.6000001,17.22,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.603338,85.282936,1.9000001,4.68,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.084585,88.06878,0.3,6.91,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.092913,86.98737,0.1,14.03,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.147087,86.10757,2.1999998,16.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80958,83.046455,0.8,8.84,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.665833,83.27437,0.2,12.43,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.559584,84.517746,0.4,15.48,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.76792,87.11065,2.1999998,19.3,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.786667,86.3659,1.3000001,20.83,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.667917,82.79577,2.8999991,12.46,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.45542,82.59383,1.5,8.28,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93875,86.822655,2.0000002,9.97,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.70542,84.63681,2.8999994,6.82,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.076246,85.24735,1.8000003,5.63,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.901253,91.30302,5.7,10.31,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.672087,87.00402,1.4000001,12.72,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.890833,87.72183,0.0,19.03,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.782503,88.64316,2.1000001,19.24,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.190834,87.0787,9.400002,18.19,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.353334,86.95013,2.6,6.36,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.62834,86.11849,0.3,11.28,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.786667,88.2978,3.8999994,15.5,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.928335,90.1167,7.2999997,17.8,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.128332,84.97456,4.6000004,5.88,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.772081,85.69193,1.7000002,5.46,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.611666,86.121315,3.3999999,8.62,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.63875,92.80036,14.600001,15.11,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.542921,95.27252,31.100002,13.01,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.372086,92.52868,25.400002,18.65,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52625,92.447945,22.899996,12.03,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.751251,92.21094,28.400002,21.14,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.334585,91.248665,24.0,19.78,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.451248,90.21539,3.1999998,14.35,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.372084,88.31463,7.0,9.5,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.572084,88.945465,7.4999995,5.62,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.976255,83.61976,0.1,9.25,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.41375,85.3357,0.5,15.45,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.78875,85.34634,0.4,15.03,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.884583,89.35073,10.000001,17.02,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.442919,87.53275,5.9,9.48,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.055418,84.08292,0.8000001,9.86,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.692917,78.427505,0.0,13.87,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.276255,82.20559,0.5,16.3,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.119997,82.754555,0.0,21.61,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.836664,83.607834,0.90000004,21.2,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.011665,82.33356,0.0,23.73,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.309584,79.31701,0.0,19.21,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.697083,85.56729,10.400001,18.77,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.336664,86.719696,7.2,19.66,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.001251,89.58801,26.400002,11.4,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.313753,92.92282,72.4,8.05,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.999166,90.17086,9.6,10.21,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.015831,82.036705,1.4000001,11.04,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.722084,80.46525,0.3,15.49,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.261671,88.085915,18.7,24.66,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.74917,80.94624,0.1,20.05,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.182497,78.605576,0.0,25.32,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.438751,81.29791,0.0,26.92,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.345,82.709694,4.5,22.4,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.074165,85.51669,16.7,19.25,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.851252,84.19604,14.2,10.55,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.253336,86.52181,16.499998,15.24,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.795,81.02912,4.4999995,11.82,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.295,83.633286,9.499999,16.26,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.988752,75.30877,0.0,14.85,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58667,78.23977,0.1,19.62,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.680414,81.03638,0.0,26.27,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.36167,81.46546,0.7,32.41,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.509583,81.90589,0.0,32.54,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.64292,83.40431,0.1,23.14,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.722082,82.95377,7.0000005,22.15,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.170004,78.69445,1.2,31.06,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.95542,82.70242,13.299999,23.28,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.280418,83.81898,2.0000002,28.34,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.79083,86.70127,9.600001,23.96,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.309586,86.707664,6.1,27.75,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.615835,86.62734,8.5,14.9,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.995,87.40737,6.4999995,23.6,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.955416,85.16195,7.2999997,20.42,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.972086,81.21664,0.1,24.24,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.655418,83.81623,6.6,34.07,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.919998,82.541695,3.4999998,20.25,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.117914,81.98612,5.2999997,18.84,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.33667,80.95549,0.5,19.81,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.740835,79.965454,0.5,22.02,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.478333,72.432686,0.1,37.67,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.15125,77.29267,0.1,22.56,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.030416,79.85258,2.9,28.77,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.103338,82.80132,13.499999,51.51,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.655416,84.09345,12.700001,25.8,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.747084,77.85665,0.1,16.86,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.917915,74.14001,0.0,24.84,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.311666,78.07511,0.0,31.97,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.067917,70.90684,0.0,39.96,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.936663,73.800026,0.0,33.19,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.042921,70.92855,0.0,31.17,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.12625,75.93432,0.3,24.18,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.011667,72.43256,0.3,37.37,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.153336,75.33239,0.2,40.55,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.759584,73.069405,0.70000005,28.02,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.005419,68.79135,0.0,20.15,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.449167,64.71782,0.0,37.86,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.097082,76.980736,7.7999997,31.57,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.082502,78.96096,3.1,29.4,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.35125,79.03213,1.2,31.77,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.334581,82.80785,10.099999,23.94,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.695,80.178246,6.7000003,34.33,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.195,77.62188,2.3999999,28.9,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.272085,81.93214,3.5,28.95,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.636667,83.73112,14.700001,22.98,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.680414,81.98493,3.1,33.24,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.167917,84.54661,9.4,26.96,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.836664,85.37957,4.3999996,29.88,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7575,81.821205,2.4,33.92,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.886667,80.43622,8.9,36.61,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.976248,83.342445,22.2,25.52,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.801252,84.45793,11.0,29.27,0.0
1,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,26.545,85.618004,12.400001,20.88,1.0
2,1.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.14285714285714285,26.392916,86.97109,11.100001,29.74,0.0
3,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,27.882502,80.38532,0.3,31.34,0.0
4,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,28.555418,77.83085,0.3,32.99,0.0
5,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,28.780418,75.520386,0.0,29.3,0.0
6,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,28.676249,73.52181,0.0,38.48,0.0
0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,28.924171,76.65348,0.2,34.49,0.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.147085,72.709206,0.1,32.26,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.48667,70.15993,0.3,38.63,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.040834,73.197044,1.2,37.83,0.0
4,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,28.328333,78.00873,7.299999,29.23,2.0
5,2.0,0.0,0.2857142857142857,0.0,0.0,1.0,0.14285714285714285,28.144997,79.04067,2.3999999,29.72,0.0
6,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,27.411669,80.34298,20.2,29.4,0.0
0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.14285714285714285,27.028334,85.059845,3.3,35.68,4.0
1,4.0,0.0,0.8571428571428571,1.0,0.14285714285714285,0.0,0.14285714285714285,27.77417,83.38712,5.7999997,21.75,0.0
2,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.14285714285714285,28.236666,82.65207,2.2999997,25.85,0.0
3,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.14285714285714285,27.032501,86.70321,10.599999,23.57,0.0
4,0.0,2.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,27.063751,85.34436,10.900002,35.31,0.0
5,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,29.0075,76.625946,0.0,32.13,0.0
6,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,29.290838,76.54357,3.6000001,21.47,0.0
0,0.0,4.0,0.2857142857142857,0.0,0.0,0.0,0.0,28.390837,82.96526,14.400001,22.93,2.0
1,2.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,27.961668,85.12149,17.400002,19.92,2.0
2,2.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,27.401253,86.48587,18.8,26.85,1.0
3,1.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,27.751251,84.83019,14.799999,32.02,0.0
4,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,27.530418,84.17765,5.7999997,34.66,0.0
5,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,27.376251,87.39977,22.300003,24.58,0.0
6,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,27.199165,87.28287,9.400002,17.96,0.0
0,0.0,2.0,0.42857142857142855,0.0,0.0,0.0,0.0,27.651247,85.11512,10.6,20.07,0.0
1,0.0,2.0,0.2857142857142857,0.0,0.0,0.0,0.0,27.126251,87.63751,21.000004,35.26,1.0
2,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,27.22,83.56695,5.1,30.88,0.0
3,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,27.980413,81.43964,3.1,29.51,0.0
4,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,27.807503,79.81327,0.0,25.58,0.0
5,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,28.567917,78.76709,4.2999997,46.73,0.0
6,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,28.170004,81.679054,1.0,22.09,0.0
0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,27.070002,87.09806,24.399998,31.5,0.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.211664,87.79443,6.2999997,29.09,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.99292,81.81673,1.3000001,27.65,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.699167,82.723625,8.1,44.1,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.64292,83.74521,15.900001,31.67,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.855415,86.25471,1.1,36.47,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.434586,90.007545,6.599999,38.28,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.563751,83.79546,8.0,34.57,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.292917,86.10854,12.7,33.25,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.845003,85.58258,29.7,36.53,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.834585,84.30543,7.7,23.56,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49292,88.11852,21.600002,26.44,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.590836,87.62275,15.5,19.75,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.967916,89.37515,25.800001,32.49,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.178335,87.62313,11.4,29.63,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.836668,89.55847,22.000002,25.9,0.0
2,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,25.511665,93.33811,13.0,31.99,1.0
3,1.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.14285714285714285,27.282501,87.50866,9.1,29.52,0.0
4,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,26.936666,87.80893,9.6,32.18,0.0
5,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,28.403336,76.22138,0.2,29.56,0.0
6,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,28.265833,80.37462,0.0,13.29,0.0
0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,28.124168,83.826546,2.9999998,24.6,2.0
